Year,Month,Day,Site,Transect Location,Lysimeter,Depth_cm,Time (24hr),Time Zone_EDT/EST,    DIC     (if >50mL),SO4,FE,DOC,NUTR,GHG Shake,Notes,GHG Fill,Temp_c,pH,Conductivity_uScm,DO_mgL,Field Notes
2026,9,,SWH,Transition,A,45,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,B,10,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,B,20,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,B,45,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,C,10,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,C,20,,,,,,,,,,,,,,,
2026,9,,SWH,Transition,C,45,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,A,10,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,A,20,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,A,45,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,B,10,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,B,20,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,B,45,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,C,10,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,C,20,,,,,,,,,,,,,,,
2026,9,,SWH,Wetland,C,45,,,,,,,,,,,,,,,
2026,9,,SWH,Surface Water,A,0,,,,,,,,,,,,,,,
2026,9,,SWH,Surface Water,B,0,,,,,,,,,,,,,,,
2026,9,,SWH,Surface Water,C,0,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,A,10,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,A,20,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,A,45,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,B,10,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,B,20,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,B,45,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,C,10,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,C,20,,,,,,,,,,,,,,,
2026,11,,GCW,Upland,C,45,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,A,10,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,A,20,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,A,45,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,B,10,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,B,20,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,B,45,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,C,10,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,C,20,,,,,,,,,,,,,,,
2026,11,,GCW,Transition,C,45,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,A,10,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,A,20,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,A,45,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,B,10,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,B,20,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,B,45,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,C,10,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,C,20,,,,,,,,,,,,,,,
2026,11,,GCW,Wetland,C,45,,,,,,,,,,,,,,,
2026,11,,GCW,Surface Water,A,0,,,,,,,,,,,,,,,
2026,11,,GCW,Surface Water,B,0,,,,,,,,,,,,,,,
2026,11,,GCW,Surface Water,C,0,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,A,10,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,A,20,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,A,45,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,B,10,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,B,20,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,B,45,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,C,10,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,C,20,,,,,,,,,,,,,,,
2026,11,,MSM,Upland,C,45,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,A,10,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,A,20,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,A,45,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,B,10,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,B,20,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,B,45,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,C,10,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,C,20,,,,,,,,,,,,,,,
2026,11,,MSM,Transition,C,45,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,A,10,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,A,20,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,A,45,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,B,10,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,B,20,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,B,45,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,C,10,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,C,20,,,,,,,,,,,,,,,
2026,11,,MSM,Wetland,C,45,,,,,,,,,,,,,,,
2026,11,,MSM,Surface Water,A,0,,,,,,,,,,,,,,,
2026,11,,MSM,Surface Water,B,0,,,,,,,,,,,,,,,
2026,11,,MSM,Surface Water,C,0,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,A,10,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,A,20,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,A,45,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,B,10,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,B,20,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,B,45,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,C,10,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,C,20,,,,,,,,,,,,,,,
2026,11,,GWI,Upland,C,45,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,A,10,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,A,20,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,A,45,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,B,10,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,B,20,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,B,45,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,C,10,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,C,20,,,,,,,,,,,,,,,
2026,11,,GWI,Transition,C,45,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,A,10,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,A,20,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,A,45,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,B,10,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,B,20,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,B,45,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,C,10,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,C,20,,,,,,,,,,,,,,,
2026,11,,GWI,Wetland,C,45,,,,,,,,,,,,,,,
2026,11,,GWI,Surface Water,A,0,,,,,,,,,,,,,,,
2026,11,,GWI,Surface Water,B,0,,,,,,,,,,,,,,,
2026,11,,GWI,Surface Water,C,0,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,A,10,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,A,20,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,A,45,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,B,10,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,B,20,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,B,45,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,C,10,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,C,20,,,,,,,,,,,,,,,
2026,11,,SWH,Upland,C,45,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,A,10,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,A,20,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,A,45,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,B,10,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,B,20,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,B,45,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,C,10,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,C,20,,,,,,,,,,,,,,,
2026,11,,SWH,SWAMP,C,45,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,A,10,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,A,20,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,A,45,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,B,10,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,B,20,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,B,45,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,C,10,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,C,20,,,,,,,,,,,,,,,
2026,11,,SWH,Transition,C,45,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,A,10,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,A,20,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,A,45,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,B,10,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,B,20,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,B,45,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,C,10,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,C,20,,,,,,,,,,,,,,,
2026,11,,SWH,Wetland,C,45,,,,,,,,,,,,,,,
2026,11,,SWH,Surface Water,A,0,,,,,,,,,,,,,,,
2026,11,,SWH,Surface Water,B,0,,,,,,,,,,,,,,,
2026,11,,SWH,Surface Water,C,0,,,,,,,,,,,,,,,
